ticker,company_name,year,market_cap,category,sector,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
500620,Great Eastern Shipping Company Ltd,1948,"₹14,179 Cr",Mid Cap,Oil & Gas Related Equipment and Services,₹990.05,0.11%,₹797.25,"₹1,418.60",24.18%,-30.21%,₹992.13,₹963.57,₹994.49,-0.35%,-3.76%,-1.47%,12.63%,8.31%,-27.49%,139.69%,358.99%,"8,213","24,204","47,813","48,348","34,638",-83.01%,-49.94%,-1.11%,-76.29%,-30.12%,38.03%,39.58%,0.2,₹989.00,6.05,163.87,199.22,-17.74%
PETRONET,Petronet LNG Ltd,1998,"₹44,978 Cr",Large Cap,Oil & Gas Related Equipment and Services,₹310.20,-0.70%,₹269.60,₹384.20,15.06%,-19.26%,₹301.08,₹307.12,₹314.83,2.11%,1.51%,3.19%,2.06%,-4.93%,-11.72%,37.26%,17.86%,"1,530,061","3,662,393","3,040,560","2,553,424","2,353,161",-40.08%,43.43%,19.08%,-34.98%,55.64%,29.21%,8.51%,0.6,₹312.40,11.71,26.48,26.26,0.84%
522261,Dolphin Offshore Enterprises (India) Ltd,1979,"₹1,793 Cr",Small Cap,Oil & Gas Related Equipment and Services,₹440.20,-1.85%,₹200.00,₹753.00,120.10%,-41.54%,₹426.19,₹405.63,₹424.92,-2.95%,-4.43%,16.69%,26.53%,-17.10%,-29.49%,,,442,"1,186","4,208","3,034","43,926",-85.43%,-60.92%,38.67%,-98.99%,-97.30%,-90.42%,-93.09%,0.1,₹448.50,37.88,11.62, ,
OIL,Oil India Ltd,1959,"₹70,330 Cr",Large Cap,Oil & Gas,₹445.50,-0.08%,₹325.00,₹767.90,37.08%,-41.98%,₹446.66,₹437.29,₹438.67,-0.08%,0.02%,-7.35%,15.89%,-4.00%,-27.97%,262.11%,603.79%,"567,292","2,109,714","4,438,830","3,964,017","3,546,677",-85.69%,-46.78%,11.98%,-84.00%,-40.52%,25.15%,11.77%,0.1,₹445.85,11.06,40.27,41.76,-3.57%
GMDCLTD,Gujarat Mineral Development Corpn Ltd,1963,"₹12,069 Cr",Mid Cap,Coal,₹378.90,-0.62%,₹226.59,₹431.90,67.22%,-12.27%,₹397.27,₹375.69,₹328.64,0.64%,-3.13%,-8.45%,18.55%,29.47%,-9.10%,155.75%,778.10%,"251,680","888,432","1,652,556","1,962,105","1,701,985",-87.17%,-54.72%,-15.78%,-85.21%,-47.80%,-2.90%,15.28%,0.1,₹381.25,17.56,21.57,18.32,17.74%
IOC,Indian Oil Corporation Ltd,1959,"₹212,696 Cr",Mega Cap,Oil & Gas,₹151.61,0.14%,₹110.72,₹185.97,36.93%,-18.48%,₹147.01,₹144.39,₹137.37,1.01%,0.91%,6.88%,12.89%,19.42%,-11.20%,113.09%,161.71%,"3,477,433","10,525,725","14,628,202","14,851,598","14,521,464",-76.59%,-29.13%,-1.50%,-76.05%,-27.52%,0.74%,2.27%,0.2,₹151.40,15.36,9.87,22.39,-55.92%
ONGC,Oil and Natural Gas Corporation Ltd,1993,"₹304,242 Cr",Mega Cap,Oil & Gas,₹243.34,-0.20%,₹205.00,₹345.00,18.70%,-29.47%,₹245.12,₹244.27,₹248.72,-0.36%,0.00%,-5.24%,-0.06%,-5.75%,-24.58%,87.33%,202.85%,"2,478,725","7,724,650","14,174,357","12,845,566","12,310,372",-80.70%,-39.87%,10.34%,-79.86%,-37.25%,15.14%,4.35%,0.2,₹243.67,8.45,28.8,35.8,-19.55%
DEEPINDS,Deep Industries Ltd,2006,"₹2,884 Cr",Small Cap,Oil & Gas Related Equipment and Services,₹472.70,-0.24%,₹285.85,₹624.40,65.37%,-24.30%,₹445.25,₹432.52,₹488.79,0.83%,6.30%,8.92%,-2.60%,-12.24%,46.21%,396.27%,,"51,843","170,729","151,058","159,445","197,752",-67.49%,7.08%,-5.26%,-73.78%,-13.67%,-23.61%,-19.37%,0.3,₹473.85, ,-14.08,20.27,-169.46%
533451,Karma Energy Ltd,2007,₹80 Cr,Nano Cap,Electrical Utilities & IPPs,₹70.93,2.98%,₹44.94,₹101.60,57.83%,-30.19%,₹72.67,₹65.69,₹64.21,0.04%,0.00%,-5.74%,28.31%,12.78%,-23.04%,215.95%,578.76%,189,716,"3,146","7,139","4,504",-97.35%,-89.97%,-55.93%,-95.80%,-84.10%,-30.14%,58.51%,0.0,₹68.88,52.54,1.35,0.67,101.49%
CIPLA,Cipla Ltd,1935,"₹119,951 Cr",Large Cap,Pharmaceuticals,"₹1,480.10",-0.72%,"₹1,335.00","₹1,702.05",10.87%,-13.04%,"₹1,498.95","₹1,494.54","₹1,489.99",-0.26%,-0.78%,-3.07%,-2.32%,2.27%,-2.01%,53.01%,114.79%,"526,883","1,444,278","1,380,655","1,575,134","1,603,767",-66.55%,-8.31%,-12.35%,-67.15%,-9.94%,-13.91%,-1.79%,0.3,"₹1,490.90",22.69,65.24,53.27,22.47%
500124,Dr Reddy's Laboratories Ltd,1984,"₹1,213 Cr",Small Cap,Pharmaceuticals,"₹1,257.50",-0.29%,"₹1,025.90","₹1,420.20",22.58%,-11.46%,"₹1,295.12","₹1,271.51","₹1,243.53",0.63%,-0.85%,-6.53%,8.17%,-6.00%,-5.26%,40.94%,52.82%,"58,151","72,724","47,157","65,774","79,405",-11.59%,10.57%,-28.30%,-26.77%,-8.41%,-40.61%,-17.17%,0.9,"₹1,261.15",18.57,67.79,333.72,-79.69%
ZYDUSLIFE,Zydus Lifesciences Ltd,1995,"₹98,606 Cr",Large Cap,Pharmaceuticals,₹967.05,-0.03%,₹795.00,"₹1,324.30",21.64%,-26.98%,₹977.90,₹946.47,₹945.81,-0.14%,-1.17%,-0.75%,16.29%,-1.81%,-18.38%,169.94%,156.24%,"528,729","902,466","929,688","1,082,612","1,278,366",-51.16%,-16.64%,-14.13%,-58.64%,-29.40%,-27.28%,-15.31%,0.5,₹967.65,21.51,44.97,41.51,8.34%
AUROPHARMA,Aurobindo Pharma Ltd,1986,"₹65,303 Cr",Large Cap,Pharmaceuticals,"₹1,154.80",0.23%,"₹1,010.00","₹1,592.00",14.34%,-27.46%,"₹1,132.34","₹1,157.09","₹1,211.21",1.42%,1.07%,0.82%,-1.43%,0.63%,-15.77%,108.67%,38.04%,"255,642","1,009,784","1,249,614","1,144,234","1,155,683",-77.66%,-11.75%,9.21%,-77.88%,-12.62%,8.13%,-0.99%,0.2,"₹1,152.00",19.31,59.81,60.12,-0.52%
GLAND,Gland Pharma Ltd,1978,"₹30,645 Cr",Large Cap,Pharmaceuticals,"₹1,974.60",4.16%,"₹1,277.80","₹2,220.95",54.53%,-11.09%,"₹1,824.17","₹1,666.74","₹1,640.88",4.38%,5.05%,11.38%,36.08%,17.79%,-3.83%,-19.90%,,"1,117,372","468,164","333,896","218,786","275,151",410.71%,113.98%,52.61%,306.09%,70.15%,21.35%,-20.49%,5.1,"₹1,895.80",46.47,42.4,43.83,-3.26%
PFIZER,Pfizer Ltd,1950,"₹25,239 Cr",Large Cap,Pharmaceuticals,"₹5,400.00",-0.57%,"₹3,701.00","₹6,451.15",45.91%,-16.29%,"₹5,651.78","₹5,378.05","₹4,908.46",-0.20%,-4.75%,-8.05%,29.68%,8.84%,7.90%,29.43%,30.67%,"9,014","39,827","42,437","62,123","55,648",-85.49%,-35.89%,-31.69%,-83.80%,-28.43%,-23.74%,11.64%,0.1,"₹5,431.00",32.18,167.79,133.01,26.15%
500674,Sanofi India Ltd,1956,"₹13,627 Cr",Mid Cap,Pharmaceuticals,"₹5,952.05",-0.25%,"₹4,145.90","₹7,593.60",43.56%,-21.62%,"₹6,062.09","₹6,108.95","₹6,001.53",0.48%,-0.83%,-3.13%,-4.35%,7.73%,-6.83%,62.01%,38.42%,142,343,494,730,"1,477",-80.54%,-53.02%,-32.31%,-90.38%,-76.78%,-66.55%,-50.59%,0.2,"₹5,966.95",34.6,172.04,229.86,-25.15%
ERIS,Eris Lifesciences Ltd,2007,"₹23,290 Cr",Large Cap,Pharmaceuticals,"₹1,774.40",1.15%,₹993.95,"₹1,910.00",78.52%,-7.10%,"₹1,691.97","₹1,623.96","₹1,417.66",1.53%,2.43%,-4.03%,28.21%,36.37%,74.62%,165.69%,303.92%,"39,005","109,392","240,266","275,516","241,376",-85.84%,-60.30%,-12.79%,-83.84%,-54.68%,-0.46%,14.14%,0.1,"₹1,754.30",68.77,25.81,27.91,-7.52%
530019,Jubilant Pharmova Ltd,1978,"₹18,319 Cr",Mid Cap,Pharmaceuticals,"₹1,193.40",-0.84%,₹701.40,"₹1,309.00",70.15%,-8.83%,"₹1,169.45","₹1,100.74","₹1,045.00",-0.02%,3.89%,5.99%,29.86%,26.52%,61.41%,224.43%,134.94%,"6,846","6,460","11,594","15,441","14,802",-55.66%,-58.16%,-24.91%,-53.75%,-56.35%,-21.67%,4.32%,0.4,"₹1,203.45",22.6,52.85,34.86,51.61%
524348,Aarti Drugs Ltd,1984,"₹4,326 Cr",Small Cap,Pharmaceuticals,₹522.10,-1.51%,₹312.50,₹634.90,67.07%,-17.77%,₹466.85,₹462.84,₹428.81,8.65%,9.28%,12.95%,46.06%,25.73%,-2.03%,18.46%,40.32%,"37,704","117,363","45,532","43,018","30,417",-12.35%,172.83%,5.85%,23.96%,285.85%,49.69%,41.43%,0.9,₹530.10,28.52,18.35,17.05,7.62%
MARKSANS,Marksans Pharma Ltd,1992,"₹11,523 Cr",Mid Cap,Pharmaceuticals,₹261.50,0.06%,₹171.00,₹358.70,52.92%,-27.10%,₹253.50,₹250.30,₹258.72,0.50%,1.18%,1.53%,23.86%,-0.08%,39.61%,432.32%,597.47%,"413,870","1,035,278","1,048,832","1,267,063","1,339,598",-67.34%,-18.29%,-17.22%,-69.10%,-22.72%,-21.71%,-5.41%,0.3,₹261.35,31.18,8.4,7.37,13.98%
STAR,Strides Pharma Science Ltd,1990,"₹8,175 Cr",Mid Cap,Pharmaceuticals,₹932.05,2.85%,₹436.90,₹956.00,113.33%,-2.51%,₹872.59,₹797.17,₹874.20,2.42%,6.80%,4.50%,42.73%,51.27%,-1.11%,171.18%,118.41%,"627,326","469,712","516,342","621,166","671,140",0.99%,-24.38%,-16.88%,-6.53%,-30.01%,-23.06%,-7.45%,1.0,₹906.20,21.12,44.05,0.48,9077.08%
AARTIPHARM,Aarti Pharmalabs Ltd,2019,"₹8,378 Cr",Mid Cap,Pharmaceuticals,₹952.85,0.87%,₹551.05,₹962.90,72.92%,-1.04%,₹892.62,₹873.87,₹726.92,2.15%,4.37%,8.98%,29.89%,45.47%,56.49%,,,"146,882","299,788","311,736","392,820","641,532",-62.61%,-23.68%,-20.64%,-77.10%,-53.27%,-51.41%,-38.77%,0.4,₹944.70,31.79,30.06,24.86,20.92%
524735,Hikal Ltd,1988,"₹4,203 Cr",Small Cap,Pharmaceuticals,₹347.05,-0.01%,₹309.45,₹464.50,12.15%,-25.29%,₹352.06,₹372.12,₹379.72,1.21%,1.21%,-7.70%,-19.56%,-3.48%,-2.16%,35.49%,175.76%,"5,724","13,460","22,242","29,236","29,100",-80.42%,-53.96%,-23.92%,-80.33%,-53.74%,-23.57%,0.47%,0.2,₹347.10,85.27,4.07,5.49,-25.87%
WOCKPHARMA,Wockhardt Ltd,1999,"₹28,641 Cr",Large Cap,Pharmaceuticals,"₹1,807.50",-1.11%,₹750.00,"₹1,868.80",141.00%,-3.28%,"₹1,718.68","₹1,549.70","₹1,390.82",-0.41%,5.38%,0.30%,27.97%,35.28%,114.22%,750.04%,665.19%,"279,855","1,478,681","1,125,375","918,171","734,407",-69.52%,61.05%,22.57%,-61.89%,101.34%,53.24%,25.02%,0.3,"₹1,828.00", ,-3.02,-23.75,-87.28%
INDOCO,Indoco Remedies Ltd,1947,"₹3,009 Cr",Small Cap,Pharmaceuticals,₹339.00,2.37%,₹190.00,₹387.55,78.42%,-12.53%,₹311.43,₹281.88,₹283.90,6.27%,1.86%,19.56%,41.33%,4.53%,-0.21%,-11.78%,68.41%,"321,966","92,019","64,208","71,327","104,001",351.40%,29.01%,-9.98%,209.58%,-11.52%,-38.26%,-31.42%,4.5,₹331.15, ,-8.46,8.1,-204.44%
DCAL,Dishman Carbogen Amcis Ltd,2007,"₹3,996 Cr",Small Cap,Pharmaceuticals,₹264.00,2.96%,₹155.05,₹307.98,70.27%,-14.28%,₹251.98,₹248.29,₹231.93,5.71%,1.68%,-3.76%,25.53%,3.51%,57.19%,112.99%,52.60%,"84,199","83,114","125,517","485,753","447,743",-82.67%,-82.89%,-74.16%,-81.19%,-81.44%,-71.97%,8.49%,0.2,₹256.40,1257.14,0.21,-15.82,-101.33%
SUPRIYA,Supriya Lifescience Ltd,2008,"₹5,533 Cr",Mid Cap,Pharmaceuticals,₹712.25,-1.63%,₹368.00,₹842.00,93.55%,-15.41%,₹698.53,₹697.34,₹687.67,-0.36%,0.43%,2.96%,-4.45%,6.40%,73.51%,81.07%,,"147,880","300,029","290,189","276,830","315,147",-46.58%,8.38%,4.83%,-53.08%,-4.80%,-7.92%,-12.16%,0.5,₹724.05,30.52,23.35,16.8,38.99%
512529,SeQuent Scientific Ltd,1985,"₹4,598 Cr",Small Cap,Pharmaceuticals,₹185.10,1.90%,₹111.00,₹240.90,66.76%,-23.16%,₹187.32,₹184.96,₹173.88,-0.08%,-0.13%,-6.49%,25.83%,6.07%,28.41%,63.01%,72.35%,"25,223","41,038","47,761","72,992","59,796",-65.44%,-43.78%,-34.57%,-57.82%,-31.37%,-20.13%,22.07%,0.3,₹181.65,217.88,0.85,0.21,304.76%
500672,Novartis India Ltd,1947,"₹2,633 Cr",Small Cap,Pharmaceuticals,"₹1,054.00",-0.20%,₹744.95,"₹1,248.00",41.49%,-15.54%,"₹1,036.76",₹987.72,₹933.65,-1.52%,1.18%,5.29%,28.93%,21.77%,-10.03%,59.42%,84.98%,"4,660","14,205","11,782","14,557","13,185",-67.99%,-2.42%,-19.06%,-64.66%,7.74%,-10.64%,10.40%,0.3,"₹1,056.15",25.8,40.87,36.71,11.33%
507747,TTK Healthcare Ltd,1958,"₹1,859 Cr",Small Cap,Pharmaceuticals,"₹1,350.95",-0.57%,₹991.00,"₹1,923.00",36.32%,-29.75%,"₹1,307.26","₹1,264.23","₹1,332.20",-0.65%,4.40%,5.74%,8.84%,2.00%,-5.63%,57.00%,216.60%,57,579,332,285,236,-79.99%,103.27%,16.68%,-75.90%,144.82%,40.54%,20.44%,0.2,"₹1,358.70",32.22,42.9,42.9,
530199,Themis Medicare Ltd,1969,"₹1,140 Cr",Small Cap,Pharmaceuticals,₹124.50,-0.24%,₹115.05,₹313.65,8.21%,-60.31%,₹128.73,₹135.33,₹199.53,-0.72%,-0.44%,-9.62%,-7.54%,-50.10%,-45.59%,50.42%,215.83%,"6,157","17,734","13,079","16,362","15,363",-62.37%,8.38%,-20.06%,-59.92%,15.43%,-14.87%,6.50%,0.4,₹124.80,38.43,3.24,5.43,-40.33%
SOLARA,Solara Active Pharma Sciences Ltd,2017,"₹2,971 Cr",Small Cap,Pharmaceuticals,₹696.70,0.63%,₹442.80,₹882.80,57.34%,-21.08%,₹614.20,₹541.80,₹608.77,3.45%,10.91%,36.97%,33.06%,6.96%,23.26%,110.54%,17.00%,"125,299","244,214","389,178","221,031","175,011",-43.31%,10.49%,76.07%,-28.40%,39.54%,122.37%,26.30%,0.6,₹692.35,4985.71,0.14,-143.74,-100.10%
524394,Vimta Labs Ltd,1990,"₹2,009 Cr",Small Cap,Biotechnology & Medical Research,₹468.65,1.25%,₹235.00,₹591.50,99.43%,-20.77%,₹462.76,₹481.29,₹453.41,4.08%,1.73%,-3.38%,-3.59%,7.74%,66.23%,134.88%,914.83%,"4,354","5,925","11,974","12,231","13,740",-64.40%,-51.55%,-2.10%,-68.31%,-56.88%,-12.85%,-10.99%,0.4,₹462.85,31.72,14.8,18.32,-19.21%
SIGACHI,Sigachi Industries Ltd,1989,"₹1,598 Cr",Small Cap,Pharmaceuticals,₹41.55,-0.65%,₹34.00,₹69.89,22.21%,-40.55%,₹48.01,₹48.79,₹46.41,0.02%,-1.70%,-29.44%,-1.19%,-12.89%,-30.99%,60.67%,,"1,430,287","6,604,513","14,013,228","7,537,936","4,867,323",-81.03%,-12.38%,85.90%,-70.61%,35.69%,187.90%,54.87%,0.2,₹41.82,20.2,2.06,1.6,28.75%
531633,Lincoln Pharmaceuticals Ltd,1995,"₹1,105 Cr",Small Cap,Pharmaceuticals,₹558.40,0.54%,₹500.00,₹975.00,11.68%,-42.73%,₹561.19,₹567.96,₹644.08,1.94%,-0.97%,-3.22%,-1.24%,-28.21%,-12.88%,78.57%,198.85%,566,"3,968","2,850","4,955","6,435",-88.58%,-19.91%,-42.49%,-91.20%,-38.33%,-55.71%,-23.00%,0.1,₹555.40,13.58,41.11,48.91,-15.95%
506197,Bliss GVS Pharma Ltd,1984,"₹1,625 Cr",Small Cap,Pharmaceuticals,₹156.60,1.42%,₹105.05,₹184.95,49.07%,-15.33%,₹152.08,₹138.78,₹138.68,2.38%,0.87%,6.42%,25.50%,-1.54%,37.50%,93.64%,45.88%,"19,363","19,120","46,030","46,415","50,317",-58.28%,-58.81%,-0.83%,-61.52%,-62.00%,-8.52%,-7.76%,0.4,₹154.40,19.72,7.95,7.63,4.19%
PANACEABIO,Panacea Biotec Ltd,1984,"₹2,551 Cr",Small Cap,Pharmaceuticals,₹443.30,1.64%,₹130.00,₹581.90,241.00%,-23.82%,₹417.83,₹466.38,₹421.06,4.10%,5.71%,-1.17%,-15.35%,6.44%,222.36%,242.78%,125.64%,"115,243","246,737","183,415","260,477","264,921",-55.76%,-5.27%,-29.58%,-56.50%,-6.86%,-30.77%,-1.68%,0.4,₹436.15, ,-1.37,-4.54,-69.82%
WINDLAS,Windlas Biotech Ltd,2001,"₹1,883 Cr",Small Cap,Pharmaceuticals,₹926.05,0.17%,₹659.00,"₹1,198.25",40.52%,-22.72%,₹899.30,₹926.18,₹965.77,1.65%,-0.19%,-1.11%,-14.58%,-7.83%,29.08%,322.76%,,"16,416","40,797","38,121","53,267","82,972",-69.18%,-23.41%,-28.43%,-80.21%,-50.83%,-54.06%,-35.80%,0.3,₹924.50,32.08,28.87,28.59,0.98%
506260,Anuh Pharma Ltd,1960,"₹1,026 Cr",Small Cap,Pharmaceuticals,₹103.05,-2.97%,₹74.03,₹124.98,39.20%,-17.55%,₹105.49,₹102.60,₹96.87,-0.58%,-3.87%,-3.51%,20.13%,0.02%,-8.89%,128.09%,89.15%,"12,036","55,806","22,156","17,128","15,520",-29.73%,225.82%,29.36%,-22.45%,259.57%,42.76%,10.36%,0.7,₹106.20,10.9,9.45,11.53,-18.04%
INDSWFTLAB,IND Swift Laboratories Ltd,1995,₹703 Cr,Small Cap,Pharmaceuticals,₹105.50,-1.07%,₹68.72,₹186.00,53.52%,-43.28%,₹110.00,₹94.45,₹99.07,-0.73%,-9.62%,0.19%,21.11%,2.92%,-25.65%,75.39%,209.84%,"15,330","261,041","292,183","510,743","319,339",-97.00%,-48.89%,-42.79%,-95.20%,-18.26%,-8.50%,59.94%,0.0,₹106.64,1.76,59.95,49.23,21.78%
506414,Fermenta Biotech Ltd,1951,"₹1,121 Cr",Small Cap,Pharmaceuticals,₹378.50,-1.96%,₹198.10,₹449.00,91.07%,-15.70%,₹337.53,₹317.73,₹324.87,-3.91%,6.25%,11.00%,37.84%,-0.67%,77.57%,97.08%,36.82%,"16,126","61,105","24,700","19,125","29,513",-15.68%,219.50%,29.15%,-45.36%,107.04%,-16.31%,-35.20%,0.8,₹386.05,5.86,120.31,120.31,
524075,Albert David Ltd,1938,₹517 Cr,Small Cap,Pharmaceuticals,₹932.50,1.18%,₹763.90,"₹1,752.95",22.07%,-46.80%,₹881.57,₹849.21,"₹1,062.20",-0.89%,1.21%,7.82%,8.74%,-24.31%,-26.41%,61.22%,134.15%,1,443,980,903,"1,019",-99.89%,-50.99%,8.49%,-99.90%,-56.57%,-3.85%,-11.38%,0.0,₹921.60,10.65,101.75,101.75,
524654,Natural Capsules Ltd,1993,₹225 Cr,Micro Cap,Pharmaceuticals,₹219.00,1.86%,₹163.55,₹376.90,33.90%,-41.89%,₹218.55,₹217.55,₹245.96,2.87%,-1.11%,-1.60%,-7.75%,-19.63%,-31.05%,-48.87%,506.98%,114,"2,269","1,406","1,566","3,358",-92.72%,44.90%,-10.26%,-96.60%,-32.41%,-58.14%,-53.35%,0.1,₹215.00,995.45,0.22,4.64,-95.26%
530477,Vikram Thermo (India) Ltd,1994,₹481 Cr,Micro Cap,Pharmaceuticals,₹151.80,-0.78%,₹126.85,₹216.45,19.67%,-29.87%,₹155.00,₹166.81,₹175.94,0.13%,-2.19%,-9.43%,-8.31%,-13.28%,-15.78%,258.44%,716.13%,"7,031","6,801","26,924","22,101","23,594",-68.19%,-69.23%,21.82%,-70.20%,-71.17%,14.11%,-6.33%,0.3,₹153.00,54.49,2.79,1.2,132.50%
532039,Zenotech Laboratories Ltd,1989,₹370 Cr,Micro Cap,Pharmaceuticals,₹61.74,1.71%,₹51.00,₹107.79,21.06%,-42.72%,₹62.01,₹61.48,₹65.62,1.23%,0.29%,-0.50%,3.99%,-2.62%,-10.65%,6.63%,161.61%,"1,455","6,590","10,753","12,556","12,786",-88.41%,-47.52%,-14.36%,-88.62%,-48.46%,-15.90%,-1.80%,0.1,₹60.70,66.37,0.92,1.33,-30.83%
541096,Bharat Parenterals Ltd,1992,₹984 Cr,Small Cap,Pharmaceuticals,"₹1,642.00",4.36%,₹802.00,"₹1,870.00",104.74%,-12.19%,"₹1,252.01","₹1,206.44","₹1,271.55",9.58%,13.19%,37.61%,66.57%,20.73%,10.39%,394.65%,391.62%,"1,292","2,832","1,541","1,541","3,056",-16.16%,83.79%,-0.03%,-57.73%,-7.33%,-49.59%,-49.58%,0.8,"₹1,573.40", ,-66.64,14.21,-568.97%
524731,Jenburkt Pharmaceuticals Ltd,1985,₹592 Cr,Small Cap,Pharmaceuticals,"₹1,307.00",0.24%,₹815.80,"₹1,410.00",60.21%,-7.30%,"₹1,338.59","₹1,235.82","₹1,145.67",-1.61%,-4.07%,-2.05%,16.21%,6.89%,49.54%,145.45%,236.86%,208,"1,457","1,453","1,786","1,878",-88.35%,-18.41%,-18.64%,-88.93%,-22.42%,-22.64%,-4.92%,0.1,"₹1,303.85",17.99,72.65,63.5,14.41%
PAR,Par Drugs and Chemicals Ltd,1999,₹116 Cr,Micro Cap,Pharmaceuticals,₹95.90,0.59%,₹81.01,₹348.45,18.38%,-72.48%,₹95.44,₹98.81,₹162.76,1.26%,1.54%,-1.69%,-4.18%,-48.87%,-60.37%,-45.67%,,"4,455","5,131","5,957","9,155","19,173",-51.34%,-43.96%,-34.93%,-76.76%,-73.24%,-68.93%,-52.25%,0.5,₹95.34,8.83,10.86,11.83,-8.20%
531726,Panchsheel Organics Ltd,1989,₹194 Cr,Micro Cap,Pharmaceuticals,₹142.00,-0.63%,₹126.00,₹309.90,12.70%,-54.18%,₹144.63,₹146.05,₹179.16,-1.42%,-2.61%,-6.55%,-5.33%,-25.77%,-46.43%,-35.75%,384.97%,"2,671","7,101","10,449","10,582","16,363",-74.76%,-32.89%,-1.26%,-83.68%,-56.60%,-36.14%,-35.33%,0.3,₹142.90,13.56,10.47,10.03,4.39%
532384,Tyche Industries Ltd,1998,₹149 Cr,Micro Cap,Pharmaceuticals,₹144.00,1.66%,₹129.10,₹224.50,11.54%,-35.86%,₹140.93,₹142.57,₹161.27,0.17%,0.95%,2.86%,-4.00%,-12.38%,-18.99%,7.18%,-19.37%,"1,939","4,368","5,356","7,076","8,727",-72.60%,-38.26%,-24.31%,-77.78%,-49.95%,-38.63%,-18.92%,0.3,₹141.65,11.81,12.19,11.78,3.48%
526853,Bilcare Ltd,1987,₹172 Cr,Micro Cap,Containers & Packaging,₹71.10,-0.11%,₹51.00,₹97.99,39.41%,-27.44%,₹73.20,₹75.68,₹69.68,-0.56%,1.50%,-7.12%,-18.57%,-9.22%,29.01%,9.98%,45.40%,"2,947","9,659","7,553","14,041","29,050",-79.01%,-31.21%,-46.21%,-89.86%,-66.75%,-74.00%,-51.67%,0.2,₹71.18, ,-12.22,-13.47,-9.28%
532637,Mangalam Drugs and Organics Ltd,1972,₹136 Cr,Micro Cap,Pharmaceuticals,₹87.79,1.68%,₹65.50,₹144.65,34.03%,-39.31%,₹83.95,₹81.44,₹96.73,0.16%,-4.56%,8.21%,7.19%,-17.80%,-17.18%,-39.87%,41.14%,763,"10,090","7,532","5,506","5,771",-86.14%,83.26%,36.80%,-86.78%,74.84%,30.51%,-4.59%,0.1,₹86.34,20.61,4.25,1.98,114.65%
ALPA,Alpa Laboratories Limited,1988,₹217 Cr,Micro Cap,Pharmaceuticals,₹103.81,-0.37%,₹86.31,₹144.50,20.28%,-28.16%,₹101.49,₹102.82,₹110.41,0.86%,-0.07%,5.21%,-4.60%,-16.88%,12.92%,70.74%,421.66%,"8,407","19,098","25,895","36,474","43,402",-76.95%,-47.64%,-29.00%,-80.63%,-56.00%,-40.34%,-15.96%,0.2,₹104.20,11.1,9.34,9.05,3.20%
SMSLIFE,SMS Lifesciences India Ltd,2006,₹350 Cr,Micro Cap,Pharmaceuticals,"₹1,337.10",16.55%,₹815.00,"₹1,749.65",64.06%,-23.58%,"₹1,175.80","₹1,251.07","₹1,242.40",16.79%,10.80%,13.94%,-6.49%,7.36%,60.20%,94.61%,301.20%,"70,894",743,734,"2,649","1,868",2576.52%,-71.96%,-72.27%,3695.62%,-60.24%,-60.68%,41.81%,26.8,"₹1,147.20",20.18,66.51,59.11,12.52%
VAISHALI,Vaishali Pharma Ltd,2008,₹137 Cr,Micro Cap,Pharmaceuticals,₹12.91,2.95%,₹10.30,₹24.91,25.34%,-48.17%,₹12.10,₹12.51,₹15.13,3.53%,1.18%,-0.46%,6.61%,-14.05%,-17.72%,53.33%,168.96%,"1,180,935","786,111","714,337","798,350","674,003",47.92%,-1.53%,-10.52%,75.21%,16.63%,5.98%,18.45%,1.5,₹12.54,41.77,0.31,0.42,-26.19%
524828,BDH Industries Ltd,1990,₹155 Cr,Micro Cap,Pharmaceuticals,₹268.40,0.13%,₹241.00,₹417.85,11.37%,-35.77%,₹265.12,₹262.98,₹299.05,0.56%,1.30%,0.43%,-2.44%,-21.28%,-21.98%,131.28%,274.08%,28,889,907,"1,150","1,136",-97.57%,-22.72%,-21.17%,-97.54%,-21.76%,-20.19%,1.24%,0.0,₹268.05,16.66,16.11,17.05,-5.51%
524506,Coral Laboratories Ltd,1997,₹214 Cr,Micro Cap,Pharmaceuticals,₹603.90,0.52%,₹567.15,₹999.00,6.48%,-39.55%,₹592.51,₹639.28,₹736.38,1.43%,2.73%,-0.96%,-12.31%,-18.51%,-14.99%,146.44%,187.98%,94,972,"1,080","1,495","1,562",-93.71%,-34.99%,-27.74%,-93.98%,-37.79%,-30.84%,-4.30%,0.1,₹600.80,8.93,67.61,63.69,6.15%
506128,Parnax Lab Ltd,1982,₹116 Cr,Micro Cap,Pharmaceuticals,₹107.00,1.66%,₹81.00,₹193.50,32.10%,-44.70%,₹102.62,₹101.52,₹124.85,3.88%,2.98%,1.09%,2.88%,-30.27%,7.54%,19.82%,514.94%,215,"4,336","2,849","3,913","6,637",-94.51%,10.81%,-27.18%,-96.76%,-34.67%,-57.07%,-41.04%,0.1,₹105.25,10.85,10.05,8.94,12.42%
